item,url,artist,discount_price,price,is_sold_out,ds,vendor,is_autograph,avg_review_value,number_of_questions,number_of_reviews,presale
B.O.Y - 2nd mini album [Phase Two : WE] - Synergy ver. ( with poster ),https://www.kpopstoreinusa.com/products/b-o-y-2nd-mini-album-phase-two-we,,,23.99,False,2022-11-14,kpopstoreinusa,,,,,False
트레저 (TREASURE) - 2nd SINGLE ALBUM[THE FIRST STEP : CHAPTER TWO] [SET] - 2 ALBUMS + 2 UNFOLDED POSTERS SET,https://www.kpopstoreinusa.com/products/%ED%8A%B8%EB%A0%88%EC%A0%80-treasure-2nd-single-albumthe-first-step-chapter-two-set,,,42.99,False,2022-11-14,kpopstoreinusa,,,,,False
트레저 (TREASURE) - 2nd SINGLE ALBUM[THE FIRST STEP : CHAPTER TWO] - White ver. ( no poster ),https://www.kpopstoreinusa.com/products/%ED%8A%B8%EB%A0%88%EC%A0%80-treasure-2nd-single-albumthe-first-step-chapter-two,,,18.99,False,2022-11-14,kpopstoreinusa,,,,,False
데이식스 (DAY6 : Even of Day) - STORY BOOK [The Story of US: The Arcane Land] - DAY6,https://www.kpopstoreinusa.com/products/%EB%8D%B0%EC%9D%B4%EC%8B%9D%EC%8A%A4-day6-even-of-day-story-book-the-story-of-us-the-arcane-land,,,42.99,False,2022-11-14,kpopstoreinusa,,,,,False
브이에이브이 (VAV) - 6th mini album [MADE FOR TWO] - VAV,https://www.kpopstoreinusa.com/products/%EB%B8%8C%EC%9D%B4%EC%97%90%EC%9D%B4%EB%B8%8C%EC%9D%B4-vav-6th-mini-album-made-for-two,,,13.99,False,2022-11-14,kpopstoreinusa,,,,,False
문빈&산하(ASTRO) - 1st Mini Album [IN-OUT] [ SET ] - 2 ALBUMS + 2 UNFOLDED POSTERS SET,https://www.kpopstoreinusa.com/products/%EB%AC%B8%EB%B9%88-%EC%82%B0%ED%95%98astro-1st-mini-album-in-out-set,,,48.99,True,2022-11-14,kpopstoreinusa,,,,,False
스트레이 키즈 (Stray Kids) - 1st album repackage IN生 (IN LIFE) limited ver. - Album ( no poster ),https://www.kpopstoreinusa.com/products/%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%9D%B4-%ED%82%A4%EC%A6%88-stray-kids-1st-album-repackage-in%E7%94%9F-in-life-limited-ver,,,49.99,True,2022-11-14,kpopstoreinusa,,,,,False
SUPERM - PIN BADGE SET - SuperM,https://www.kpopstoreinusa.com/products/superm-pin-badge-set,,,18.99,True,2022-11-14,kpopstoreinusa,,,,,False
GOT7 - I GOT7 6TH FAN MEETING MERCH_ GOTOON EARPHONE CASE - YUGYEOM,https://www.kpopstoreinusa.com/products/got7-i-got7-6th-fan-meeting-merch_-gotoon-earphone-case,,,24.99,True,2022-11-14,kpopstoreinusa,,,,,False
에이스 (A.C.E) - 4th mini album [호접지몽 (HJZM : The Butterfly Phantasy)] - Album ( no poster ),https://www.kpopstoreinusa.com/products/%EC%97%90%EC%9D%B4%EC%8A%A4-a-c-e-4th-mini-album-%ED%98%B8%EC%A0%91%EC%A7%80%EB%AA%BD-hjzm-the-butterfly-phantasy,,,18.99,True,2022-11-14,kpopstoreinusa,,,,,False
KARD (카드) - 1st single album [Way With Words] - Album ( no poster ),https://www.kpopstoreinusa.com/products/kard-%EC%B9%B4%EB%93%9C-1st-single-album-way-with-words,,,18.99,True,2022-11-14,kpopstoreinusa,,,,,False
보토패스 (BOTOPASS) - 1st single album [Flamingo],https://www.kpopstoreinusa.com/products/%EB%B3%B4%ED%86%A0%ED%8C%A8%EC%8A%A4-botopass-1st-single-album-flamingo,,,17.99,False,2022-11-14,kpopstoreinusa,,,,,False
엠씨엔디 (MCND) - 1st mini album [EARTH AGE ] - Kepler ver. ( with unfolded poster ),https://www.kpopstoreinusa.com/products/%EC%97%A0%EC%94%A8%EC%97%94%EB%94%94-mcnd-1st-mini-album-earth-age,,,27.99,False,2022-11-14,kpopstoreinusa,,,,,False
OnlyOneOf (온리원오브) -Produced by [ ] Part 2 [SET] - 2 ALBUMS + 2 UNFOLDED POSTERS SET,https://www.kpopstoreinusa.com/products/onlyoneof-%EC%98%A8%EB%A6%AC%EC%9B%90%EC%98%A4%EB%B8%8C-produced-by-part-2-set,,,38.99,True,2022-11-14,kpopstoreinusa,,,,,False
OnlyOneOf (온리원오브) -Produced by [ ] Part 2 - ice ver. ( with unfolded poster ),https://www.kpopstoreinusa.com/products/onlyoneof-%EC%98%A8%EB%A6%AC%EC%9B%90%EC%98%A4%EB%B8%8C-produced-by-part-2,,,22.99,True,2022-11-14,kpopstoreinusa,,,,,False
데이식스 (DAY6 : Even of Day) - The Book of Us : Gluon - Nothing can tear us apart - Album ( with unfolded poster ),https://www.kpopstoreinusa.com/products/%EB%8D%B0%EC%9D%B4%EC%8B%9D%EC%8A%A4-day6-even-of-day-the-book-of-us-gluon-nothing-can-tear-us-apart,,,22.99,False,2022-11-14,kpopstoreinusa,,,,,False
동방신기(TVXQ!) - Beyond LIVE BROCHURE TVXQ! [Beyond the T] - TVXQ PHOTOBOOK,https://www.kpopstoreinusa.com/products/%EB%8F%99%EB%B0%A9%EC%8B%A0%EA%B8%B0tvxq-beyond-live-brochure-tvxq-beyond-the-t,,,34.99,False,2022-11-14,kpopstoreinusa,,,,,False
효린 (HYOLYN) - 2nd mini [SAY MY NAME] - Hyolyn,https://www.kpopstoreinusa.com/products/%ED%9A%A8%EB%A6%B0-hyolyn-2nd-mini-say-my-name,,,18.99,True,2022-11-14,kpopstoreinusa,,,,,False
원호 (WONHO) - 1st mini album [LOVE SYNONYM #1. Right for me] random ver.,https://www.kpopstoreinusa.com/products/%EC%9B%90%ED%98%B8-wonho-1st-mini-album-love-synonym-1-right-for-me-random-ver,,,19.99,True,2022-11-14,kpopstoreinusa,,,,,False
NCT DREAM (엔시티 드림) -  NCT LIFE : DREAM in Wonderland commentary book +luggage tag SET - Renjun ver.,https://www.kpopstoreinusa.com/products/nct-dream-%EC%97%94%EC%8B%9C%ED%8B%B0-%EB%93%9C%EB%A6%BC-nct-life-dream-in-wonderland-commentary-book-luggage-tag-set,,,29.99,False,2022-11-14,kpopstoreinusa,,,,,False
웨이션브이 (WayV) - PHOTO STORY BOOK [Bad Alive] - WayV photobook,https://www.kpopstoreinusa.com/products/%EC%9B%A8%EC%9D%B4%EC%85%98%EB%B8%8C%EC%9D%B4-wayv-photo-story-book-bad-alive,,,34.99,True,2022-11-14,kpopstoreinusa,,,,,False
원어스 (ONEUS) - 4th mini album [LIVED] - Album ( with unfolded poster ),https://www.kpopstoreinusa.com/products/%EC%9B%90%EC%96%B4%EC%8A%A4-oneus-4th-mini-album-lived,,,23.99,True,2022-11-14,kpopstoreinusa,,,,,False
NCT 127 - Beyond LIVE BROCHURE NCT127 [Beyond the Vision] - nct127 photobook,https://www.kpopstoreinusa.com/products/nct-127-beyond-live-brochure-nct127-beyond-the-vision,,,39.99,True,2022-11-14,kpopstoreinusa,,,,,False
원더나인 (1THE9) - 4th mini album [Good Bye 1THE9] - Album ( no poster ),https://www.kpopstoreinusa.com/products/%EC%9B%90%EB%8D%94%EB%82%98%EC%9D%B8-1the9-4th-mini-album-good-bye-1the9,,,22.99,False,2022-11-14,kpopstoreinusa,,,,,False
슈퍼엠 (SuperM) - Beyond LIVE BROCHURE SuperM [Beyond the Future] - SuperM photobook,https://www.kpopstoreinusa.com/products/%EC%8A%88%ED%8D%BC%EC%97%A0-superm-beyond-live-brochure-superm-beyond-the-future,,,34.99,False,2022-11-14,kpopstoreinusa,,,,,False
한승우 (HAN SEUNGWOO) - 1st mini album [Fame] random ver. - Album ( no poster ),https://www.kpopstoreinusa.com/products/%ED%95%9C%EC%8A%B9%EC%9A%B0-han-seungwoo-1st-mini-album-fame-random-ver,,,18.99,False,2022-11-14,kpopstoreinusa,,,,,False
Changmo - 1st album [Boyhood] - CHANGMO,https://www.kpopstoreinusa.com/products/changmo-1st-album-boyhood,,,18.99,False,2022-11-14,kpopstoreinusa,,,,,False
INFINITE - INSPIRIT - INFINITE,https://www.kpopstoreinusa.com/products/infinite-inspirit,,,14.99,False,2022-11-14,kpopstoreinusa,,,,,False
NAM WOOHYUN - 'SECOND WRITE..' random ver. - INFINITE,https://www.kpopstoreinusa.com/products/nam-woohyun-second-write-random-ver,,,19.99,False,2022-11-14,kpopstoreinusa,,,,,False
INFINITE - EVOLUTION - INFINITE,https://www.kpopstoreinusa.com/products/infinite-evolution,,,17.99,False,2022-11-14,kpopstoreinusa,,,,,False
세븐틴 (Seventeen) - 3rd mini album [Going Seventeen] random ver. - SEVENTEEN,https://www.kpopstoreinusa.com/products/%EC%84%B8%EB%B8%90%ED%8B%B4-seventeen-3rd-mini-album-going-seventeen-random-ver,,,18.99,True,2022-11-14,kpopstoreinusa,,,,,False
트레저 (TREASURE) - 1st Single Album [THE FIRST STEP : CHAPTER ONE] [SET] - 2 ALBUMS + 2 UNFOLDED POSTERS SET,https://www.kpopstoreinusa.com/products/%ED%8A%B8%EB%A0%88%EC%A0%80-treasure-1st-single-album-the-first-step-chapter-one-set,,,41.99,False,2022-11-14,kpopstoreinusa,,,,,False
트레저 (TREASURE) - 1st Single Album [THE FIRST STEP : CHAPTER ONE] - WHITE VER. ( With unfolded poster),https://www.kpopstoreinusa.com/products/%ED%8A%B8%EB%A0%88%EC%A0%80-treasure-1st-single-album-the-first-step-chapter-one,,,23.99,True,2022-11-14,kpopstoreinusa,,,,,False
이엔오아이(ENOi) - Special album [W.A.Y (雨 - WhereAreYou)] - Album ( No poster ),https://www.kpopstoreinusa.com/products/%EC%9D%B4%EC%97%94%EC%98%A4%EC%95%84%EC%9D%B4enoi-special-album-w-a-y-%E9%9B%A8-whereareyou,,,20.99,False,2022-11-14,kpopstoreinusa,,,,,False
엑소(EXO) - 2017 WINTER SPECIAL [UNIVERSE] - EXO,https://www.kpopstoreinusa.com/products/%EC%97%91%EC%86%8Cexo-2017-winter-special-universe,,,19.99,True,2022-11-14,kpopstoreinusa,,,,,False
TREASURE EP. Map To Answer [Type Z] Japanese album,https://www.kpopstoreinusa.com/products/treasure-ep-map-to-answer-type-z-japanese-album,,,42.99,False,2022-11-14,kpopstoreinusa,,,,,False
ASTRO OFFICIAL LIGHTSTICK KEYRING - ASTRO,https://www.kpopstoreinusa.com/products/astro-official-lightstick-keyring,,,27.99,True,2022-11-14,kpopstoreinusa,,,,,False
"MAP OF THE SOUL: 7 ""THE JOURNEY"" [Regular Edition (First Press)] - Album ( no poster )",https://www.kpopstoreinusa.com/products/map-of-the-soul-7-the-journey-regular-edition-first-press,,,39.99,False,2022-11-14,kpopstoreinusa,,,,,False
BTS MEMORIES OF 2019 BLU-RAY - BTS,https://www.kpopstoreinusa.com/products/bts-memories-of-2019-blu-ray,,,99.99,True,2022-11-14,kpopstoreinusa,,,,,False
ERIC NAM - 4th mini album [The Other Side],https://www.kpopstoreinusa.com/products/eric-nam-4th-mini-album-the-other-side,,,21.99,True,2022-11-14,kpopstoreinusa,,,,,False
세훈&찬열(EXO-SC) - 1st album [10억뷰] (Kit Ver.) - exo-sc,https://www.kpopstoreinusa.com/products/%EC%84%B8%ED%9B%88-%EC%B0%AC%EC%97%B4exo-sc-1st-album-10%EC%96%B5%EB%B7%B0-kit-ver,,,27.99,False,2022-11-14,kpopstoreinusa,,,,,False
슈퍼주니어 (SUPER JUNIOR) - WORLD TOUR 'SUPER SHOW 8 : INFINITE TIME' KIT-VIDEO - SUPERJUNIOR,https://www.kpopstoreinusa.com/products/%EC%8A%88%ED%8D%BC%EC%A3%BC%EB%8B%88%EC%96%B4-super-junior-world-tour-super-show-8-infinite-time-kit-video,,,43.99,False,2022-11-14,kpopstoreinusa,,,,,False
NCT DREAM (엔시티 드림) - TOUR ‘THE DREAM SHOW’ - KIT VIDEO - NCT DREAM,https://www.kpopstoreinusa.com/products/nct-dream-%EC%97%94%EC%8B%9C%ED%8B%B0-%EB%93%9C%EB%A6%BC-tour-the-dream-show-kit-video,,,59.99,True,2022-11-14,kpopstoreinusa,,,,,False
에이티즈 (ATEEZ) - ZERO : FEVER Part.1 - THANXX VER. ( NO POSTER ),https://www.kpopstoreinusa.com/products/%EC%97%90%EC%9D%B4%ED%8B%B0%EC%A6%88-ateez-zero-fever-part-1,,,18.99,True,2022-11-14,kpopstoreinusa,,,,,False
강다니엘 (KANG DANIEL) - 2nd mini album [MAGENTA] - White ver. ( no poster ),https://www.kpopstoreinusa.com/products/%EA%B0%95%EB%8B%A4%EB%8B%88%EC%97%98-kang-daniel-2nd-mini-album-magenta,,,18.99,True,2022-11-14,kpopstoreinusa,,,,,False
티오오 (TOO) - RUNNING TOOGETHER (2ND 미니앨범) - Album ( no poster ),https://www.kpopstoreinusa.com/products/%ED%8B%B0%EC%98%A4%EC%98%A4-too-running-toogether-2nd-%EB%AF%B8%EB%8B%88%EC%95%A8%EB%B2%94,,,19.99,True,2022-11-14,kpopstoreinusa,,,,,False
CRAVITY (크래비티) - SUMMER PHOTO BOOK ‘COME TOGETHER’ (PLAY VER),https://www.kpopstoreinusa.com/products/cravity-%ED%81%AC%EB%9E%98%EB%B9%84%ED%8B%B0-summer-photo-book-come-together-play-ver,,,49.99,False,2022-11-14,kpopstoreinusa,,,,,False
정세운 (JEONG SEWOON) - 1st album [24] PART 1 - FOR ver. ( with unfolded poster ),https://www.kpopstoreinusa.com/products/%EC%A0%95%EC%84%B8%EC%9A%B4-jeong-sewoon-1st-album-24-part-1,,,25.99,False,2022-11-14,kpopstoreinusa,,,,,False
SF9 (에스에프나인) - 8th mini album [9loryUS] [set] - 2 ALBUMS + 2 UNFOLDED POSTERS SET,https://www.kpopstoreinusa.com/products/sf9-%EC%97%90%EC%8A%A4%EC%97%90%ED%94%84%EB%82%98%EC%9D%B8-8th-mini-album-9loryus-set,,,42.99,False,2022-11-14,kpopstoreinusa,,,,,False
WOODZ (조승연) - 1st mini album [EQUAL] - Cosmic ver. ( with unfolded poster ),https://www.kpopstoreinusa.com/products/woodz-%EC%A1%B0%EC%8A%B9%EC%97%B0-1st-mini-album-equal,,,23.99,True,2022-11-14,kpopstoreinusa,,,,,False
SF9 (에스에프나인) - 8th mini album [9loryUS] - Golden chaser ver. ( with unfolded poster ),https://www.kpopstoreinusa.com/products/sf9-%EC%97%90%EC%8A%A4%EC%97%90%ED%94%84%EB%82%98%EC%9D%B8-8th-mini-album-9loryus,,,24.99,False,2022-11-14,kpopstoreinusa,,,,,False
세훈&찬열(EXO-SC) - 1st album  [10억뷰] [set] - 3 ALBUM + 3 UNFOLDED POSTER SET,https://www.kpopstoreinusa.com/products/%EC%84%B8%ED%9B%88-%EC%B0%AC%EC%97%B4exo-sc-1st-album-10%EC%96%B5%EB%B7%B0-set,,,65.99,True,2022-11-14,kpopstoreinusa,,,,,False
세훈&찬열(EXO-SC) - 1st album  [10억뷰] - C ver. ( no poster ),https://www.kpopstoreinusa.com/products/%EC%84%B8%ED%9B%88-%EC%B0%AC%EC%97%B4exo-sc-1st-album-10%EC%96%B5%EB%B7%B0,,,19.99,True,2022-11-14,kpopstoreinusa,,,,,False
VERIVERY - FACE ME signed album (ONLINE ONLY) - VERIVERY,https://www.kpopstoreinusa.com/products/verivery-face-me-signed-album-online-only,,,49.99,True,2022-11-14,kpopstoreinusa,,,,,False
"KIM JAEHWAN - Autographed Album "" ANOTHER: 1ST MINI ALBUM "" random ver (ONLINE ONLY) - KIM JAEHWAN",https://www.kpopstoreinusa.com/products/kim-jaehwan-autographed-album-another-1st-mini-album-random-ver-online-only,,,44.99,False,2022-11-14,kpopstoreinusa,,,,,False
Monsta X -  (Hyungwon autographed album) TAKE.1 [ARE YOU THERE?] random ver. (signed album) (ONLINE ONLY) - MONSTAX,https://www.kpopstoreinusa.com/products/monsta-x-hyungwon-autographed-album-take-1-are-you-there-random-ver-signed-album-online-only,,,44.99,True,2022-11-14,kpopstoreinusa,,,,,False
ASTRO - ALL LIGHT 1ST ALBUM SHOW CASE (signed album) random ver. (ONLINE ONLY) - ASTRO,https://www.kpopstoreinusa.com/products/astro-all-light-1st-album-show-case-signed-album-random-ver-online-only,,,59.99,True,2022-11-14,kpopstoreinusa,,,,,False
VERIVERY - Veri-us signed album (ONLINE ONLY) - VERIVERY,https://www.kpopstoreinusa.com/products/verivery-veri-us-signed-album-online-only,,,55.99,True,2022-11-14,kpopstoreinusa,,,,,False
"IN2IT - Autographed Album "" THE 1ST SINGLE: SNAPSHOT "" (ONLINE ) - IN2IT",https://www.kpopstoreinusa.com/products/in2it-autographed-album-the-1st-single-snapshot-online,,,45.99,False,2022-11-14,kpopstoreinusa,,,,,False
골든차일드 (GOLDEN CHILD) - 1ST ALBUM Repackage [WITHOUT YOU] signed album (ONLINE ONLY) - GOLDEN CHILD,https://www.kpopstoreinusa.com/products/%EA%B3%A8%EB%93%A0%EC%B0%A8%EC%9D%BC%EB%93%9C-golden-child-1st-album-repackage-without-you-signed-album-online-only,,,59.99,True,2022-11-14,kpopstoreinusa,,,,,False
"BewhY (비와이), Simba Zawadi (심바 자와디) - NEO CHRISTIAN - NEO CHRISTIAN",https://www.kpopstoreinusa.com/products/bewhy-%EB%B9%84%EC%99%80%EC%9D%B4-simba-zawadi-%EC%8B%AC%EB%B0%94-%EC%9E%90%EC%99%80%EB%94%94-neo-christian,,,17.99,False,2022-11-14,kpopstoreinusa,,,,,False
"CIX (씨아이엑스) - 3rd EP [HELLO] Chapter 3. Hello, Strange Time [SET] - 2 ALBUMS + 2 UNFOLDED POSTERS SET",https://www.kpopstoreinusa.com/products/cix-%EC%94%A8%EC%95%84%EC%9D%B4%EC%97%91%EC%8A%A4-3rd-ep-hello-chapter-3-hello-strange-time-set,,,45.99,False,2022-11-14,kpopstoreinusa,,,,,False
"CIX (씨아이엑스) - 3rd EP [HELLO] Chapter 3. Hello, Strange Time - Strange ver. ( no poster )",https://www.kpopstoreinusa.com/products/cix-%EC%94%A8%EC%95%84%EC%9D%B4%EC%97%91%EC%8A%A4-3rd-ep-hello-chapter-3-hello-strange-time,,,19.99,False,2022-11-14,kpopstoreinusa,,,,,False
백현 (BAEK HYUN) - 2nd mini album ‘Delight’ (Kit Ver.) - Cinamon ver. ( with unfolded poster ),https://www.kpopstoreinusa.com/products/%EB%B0%B1%ED%98%84-baek-hyun-2nd-mini-album-delight-kit-ver,,,27.99,False,2022-11-14,kpopstoreinusa,,,,,False
골든차일드 (Golden Child) -4th mini album [Take A Leap] [SET] - 2 ALBUM SET,https://www.kpopstoreinusa.com/products/%EA%B3%A8%EB%93%A0%EC%B0%A8%EC%9D%BC%EB%93%9C-golden-child-4th-mini-album-take-a-leap-set,,,38.99,False,2022-11-14,kpopstoreinusa,,,,,False
NCT 127(엔시티 127) -2nd repackage [Neo Zone: The Final Round] (Kit album ) - KIT ALBUM,https://www.kpopstoreinusa.com/products/nct-127%EC%97%94%EC%8B%9C%ED%8B%B0-127-2nd-repackage-neo-zone-the-final-round-kit-album,,,21.99,True,2022-11-14,kpopstoreinusa,,,,,False
어위크 (AWEEK) - 2nd single album [BETTER TODAY] - Album ( with unfolded poster ),https://www.kpopstoreinusa.com/products/%EC%96%B4%EC%9C%84%ED%81%AC-aweek-2nd-single-album-better-today,,,23.99,True,2022-11-14,kpopstoreinusa,,,,,False
세븐틴 (Seventeen) - 7th mini album [헹가래(Heng:garae)KIT ALBUM - KIT ALBUM,https://www.kpopstoreinusa.com/products/%EC%84%B8%EB%B8%90%ED%8B%B4-seventeen-7th-mini-album-%ED%97%B9%EA%B0%80%EB%9E%98heng-garaekit-album,,,24.99,True,2022-11-14,kpopstoreinusa,,,,,False
세븐틴 (Seventeen) - 7th mini album [헹가래(Heng:garae)[SET] - 4 ALBUMS ( NO POSTER ),https://www.kpopstoreinusa.com/products/%EC%84%B8%EB%B8%90%ED%8B%B4-seventeen-7th-mini-album-%ED%97%B9%EA%B0%80%EB%9E%98heng-garaeset,,,72.99,True,2022-11-14,kpopstoreinusa,,,,,False
디원스 (D1CE) - 2nd mini album [DRAW YOU : REMEMBER ME] - Album ( with unfolded poster ),https://www.kpopstoreinusa.com/products/%EB%94%94%EC%9B%90%EC%8A%A4-d1ce-2nd-mini-album-draw-you-remember-me,,,23.99,True,2022-11-14,kpopstoreinusa,,,,,False
"진영 (JINYOUNG) GOT7 - [HEAR , HERE] PHOTOBOOK IN TAIPEI [LIMITED EDITION]",https://www.kpopstoreinusa.com/products/%EC%A7%84%EC%98%81-jinyoung-got7-hear-here-photobook-in-taipei-limited-edition,,,69.99,False,2022-11-14,kpopstoreinusa,,,,,False
NCT127 NEOZONE PHOTO PROJECTION KEYRING - HAECHAN,https://www.kpopstoreinusa.com/products/nct127-neozone-photo-projection-keyring,,,20.99,False,2022-11-14,kpopstoreinusa,,,,,False
"엔플라잉(N.Flying) - 7th mini album [So, 通 (소통)] - Mis communication ver. ( with unfolded poster )",https://www.kpopstoreinusa.com/products/%EC%97%94%ED%94%8C%EB%9D%BC%EC%9E%89n-flying-7th-mini-album-so-%E9%80%9A-%EC%86%8C%ED%86%B5,,,25.99,False,2022-11-14,kpopstoreinusa,,,,,False
THE STAR MAGAZINE - ZICO - the star,https://www.kpopstoreinusa.com/products/the-star-magazine-zico,,,15.99,True,2022-11-14,kpopstoreinusa,,,,,False
웨이션브이 (WayV) - 1st album [Awaken The World] - World ver.,https://www.kpopstoreinusa.com/products/%EC%9B%A8%EC%9D%B4%EC%85%98%EB%B8%8C%EC%9D%B4-wayv-1st-album-awaken-the-world,,,21.99,True,2022-11-14,kpopstoreinusa,,,,,False
레드벨벳-아이린&슬기 (Red Velvet - IRENE & SEULGI) - 1st mini [Monster] - B VER. ( WITH UNFOLDED POSTER ),https://www.kpopstoreinusa.com/products/%EB%A0%88%EB%93%9C%EB%B2%A8%EB%B2%B3-%EC%95%84%EC%9D%B4%EB%A6%B0-%EC%8A%AC%EA%B8%B0-red-velvet-irene-seulgi-1st-mini-monster,,,28.99,True,2022-11-14,kpopstoreinusa,,,,,False
Seo Eun Kwang (BTOB) - 1st mini album [FoRest : Entrance] - Silver ver. ( with unfolded poster ),https://www.kpopstoreinusa.com/products/seo-eun-kwang-btob-1st-mini-album-forest-entrance,,,23.99,False,2022-11-14,kpopstoreinusa,,,,,False
온앤오프 (ONF) - 2nd mini album [YOU COMPLETE ME] - ONF,https://www.kpopstoreinusa.com/products/%EC%98%A8%EC%95%A4%EC%98%A4%ED%94%84-onf-2nd-mini-album-you-complete-me,,,18.99,True,2022-11-14,kpopstoreinusa,,,,,False
스트레이 키즈 (Stray Kids) - 1st album [GO生] (Limited version) - limited edition ver.,https://www.kpopstoreinusa.com/products/%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%9D%B4-%ED%82%A4%EC%A6%88-stray-kids-1st-album-go%E7%94%9F-limited-version,,,49.99,True,2022-11-14,kpopstoreinusa,,,,,False
온앤오프 (ONF) - 3rd mini album [WE MUST LOVE] - ONF,https://www.kpopstoreinusa.com/products/%EC%98%A8%EC%95%A4%EC%98%A4%ED%94%84-onf-3rd-mini-album-we-must-love,,,18.99,False,2022-11-14,kpopstoreinusa,,,,,False
NCT DREAM(엔시티 드림) - [Reload] (Kit Ver.) - nct dream,https://www.kpopstoreinusa.com/products/nct-dream%EC%97%94%EC%8B%9C%ED%8B%B0-%EB%93%9C%EB%A6%BC-reload-kit-ver,,,21.99,True,2022-11-14,kpopstoreinusa,,,,,False
하성운 (HA SUNG WOON) - 3rd mini album [Twilight Zone] - WHITE VER. ( With unfolded poster),https://www.kpopstoreinusa.com/products/%ED%95%98%EC%84%B1%EC%9A%B4-ha-sung-woon-3rd-mini-album-twilight-zone,,,25.99,False,2022-11-14,kpopstoreinusa,,,,,False
빅톤 (VICTON) - 2nd single album [Mayday][SET] - 2 ALBUMS + 2 UNFOLDED POSTERS SET,https://www.kpopstoreinusa.com/products/%EB%B9%85%ED%86%A4-victon-2nd-single-album-maydayset,,,40.99,False,2022-11-14,kpopstoreinusa,,,,,False
빅톤 (VICTON) - 2nd single album [Mayday] - maider ( with unfolded poster ),https://www.kpopstoreinusa.com/products/%EB%B9%85%ED%86%A4-victon-2nd-single-album-mayday,,,22.99,True,2022-11-14,kpopstoreinusa,,,,,False
AB6IX (에이비식스) - 2ND EP [VIVID] [SET] - 3 ALBUM SET,https://www.kpopstoreinusa.com/products/ab6ix-%EC%97%90%EC%9D%B4%EB%B9%84%EC%8B%9D%EC%8A%A4-2nd-ep-vivid-set,,,54.99,False,2022-11-14,kpopstoreinusa,,,,,False
슈퍼주니어-K.R.Y. (SUPER JUNIOR K.R.Y.) - 1st mini  [푸르게 빛나던 우리의 계절 (When We Were Us)] [SET] - 2 ALBUMS + 2 UNFOLDED POSTERS SET,https://www.kpopstoreinusa.com/products/%EC%8A%88%ED%8D%BC%EC%A3%BC%EB%8B%88%EC%96%B4-k-r-y-super-junior-k-r-y-1st-mini-%ED%91%B8%EB%A5%B4%EA%B2%8C-%EB%B9%9B%EB%82%98%EB%8D%98-%EC%9A%B0%EB%A6%AC%EC%9D%98-%EA%B3%84%EC%A0%88-when-we-were-us-set,,,45.99,False,2022-11-14,kpopstoreinusa,,,,,False
AB6IX (에이비식스) - 2ND EP [VIVID] - V ver. ( no poster ),https://www.kpopstoreinusa.com/products/ab6ix-%EC%97%90%EC%9D%B4%EB%B9%84%EC%8B%9D%EC%8A%A4-2nd-ep-vivid,,,17.99,False,2022-11-14,kpopstoreinusa,,,,,False
수호 (SUHO) - Self portrait puzzle set - SUHO,https://www.kpopstoreinusa.com/products/%EC%88%98%ED%98%B8-suho-self-portrait-puzzle-set,,,39.99,False,2022-11-14,kpopstoreinusa,,,,,False
슈퍼주니어-K.R.Y. (SUPER JUNIOR K.R.Y.) - 1st mini  [푸르게 빛나던 우리의 계절 (When We Were Us)] - PURE ( With unfolded poster ),https://www.kpopstoreinusa.com/products/%EC%8A%88%ED%8D%BC%EC%A3%BC%EB%8B%88%EC%96%B4-k-r-y-super-junior-k-r-y-1st-mini-%ED%91%B8%EB%A5%B4%EA%B2%8C-%EB%B9%9B%EB%82%98%EB%8D%98-%EC%9A%B0%EB%A6%AC%EC%9D%98-%EA%B3%84%EC%A0%88-when-we-were-us,,,24.99,False,2022-11-14,kpopstoreinusa,,,,,False
BTS World Tour 'Love Yourself: Speak Yourself' - Japan Edition [Regular Edition] - BTS,https://www.kpopstoreinusa.com/products/bts-world-tour-love-yourself-speak-yourself-japan-edition-regular-edition,,,69.99,True,2022-11-14,kpopstoreinusa,,,,,False
Stray Kids - Special Album [Clé 2 : Yellow Wood] [limited ver.] - limited edition ver.,https://www.kpopstoreinusa.com/products/stray-kids-special-album-cle-2-yellow-wood-limited-edition,,,29.99,True,2022-11-14,kpopstoreinusa,,,,,False
태민(TAEMIN) - 2nd mini [WANT] kino album - more ver.,https://www.kpopstoreinusa.com/products/%ED%83%9C%EB%AF%BCtaemin-2nd-mini-want-kino-album,,,21.99,True,2022-11-14,kpopstoreinusa,,,,,False
키 (KEY) - 1st repackage [I Wanna Be] kino - KEY,https://www.kpopstoreinusa.com/products/%ED%82%A4-key-1st-repackage-i-wanna-be-kino,,,21.99,True,2022-11-14,kpopstoreinusa,,,,,False
우주소녀 (WJSN) - mini album [Neverland] - III ver. ( with unfolded poster ),https://www.kpopstoreinusa.com/products/%EC%9A%B0%EC%A3%BC%EC%86%8C%EB%85%80-wjsn-mini-album-neverland,,,25.99,False,2022-11-14,kpopstoreinusa,,,,,False
다크비 (DKB) - 2nd mini album [LOVE],https://www.kpopstoreinusa.com/products/%EB%8B%A4%ED%81%AC%EB%B9%84-dkb-2nd-mini-album-love,,,21.99,False,2022-11-14,kpopstoreinusa,,,,,False
